pub_date,title,venue,excerpt,citation,url_slug,paper_url
2012/10/1,Schedule of Bad Smell Detection and Resolution: A New Way to Save Effort,IEEE Transactions on Software Engineering（IEEE TSE）,,"HUI LIU, Zhiyi Ma, Weizhong Shao, and Zhendong Niu, Schedule of Bad Smell Detection and Resolution: A New Way to Save Effort, IEEE Transactions on Software Engineering（IEEE TSE）, vol.38, no.1, pp.220-235, Jan.-Feb. 2012 ",,
